id,sentence,words,suffixes,prompt,gold_answer,template
bilkent-turkish-writings-1707,"Her şeyi hızlıca tüketiyor, ne anı yaşayabiliyor ne de ___ güzelliklerin farkına varabiliyoruz",['çevre'],"['nt', 'nd', 'muz', 'ımz', 'ümuz', 'umz', 'umız', 'müz', 'd', 'ki', 'mz', 'umüz', 'nde', 'nda', 'miz', 'umuz', 'ımüz', 'da', 'ımiz', 'ümız', 't', 'imz', 'imiz', 'te', 'ümiz', 'ümz', 'mız', 'de', 'ımuz', 'imız', 'ümüz', 'imuz', 'nta', 'imüz', 'ta', 'ımız', 'umiz', 'nte']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Her şeyi hızlıca tüketiyor, ne anı yaşayabiliyor ne de ___ güzelliklerin farkına varabiliyoruz""
Words: ['çevre']
Suffixes: ['nt', 'nd', 'muz', 'ımz', 'ümuz', 'umz', 'umız', 'müz', 'd', 'ki', 'mz', 'umüz', 'nde', 'nda', 'miz', 'umuz', 'ımüz', 'da', 'ımiz', 'ümız', 't', 'imz', 'imiz', 'te', 'ümiz', 'ümz', 'mız', 'de', 'ımuz', 'imız', 'ümüz', 'imuz', 'nta', 'imüz', 'ta', 'ımız', 'umiz', 'nte']
Missing words: 
",['çevremizdeki'],bfill
bilkent-turkish-writings-5882,Ünlü bilim kurgu yazarı Richard Matheson'ın kaleme aldığı I Am Legend kitabından ___ film sizi en son sahnesiyle hayal kırıklığına uğratabilir,['uyarla'],"['ün', 'n', 'un', 'ye', 'e', '', 'n', 'ya', 'ın', 'in', 'y', 'a']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Ünlü bilim kurgu yazarı Richard Matheson'ın kaleme aldığı I Am Legend kitabından ___ film sizi en son sahnesiyle hayal kırıklığına uğratabilir""
Words: ['uyarla']
Suffixes: ['ün', 'n', 'un', 'ye', 'e', '', 'n', 'ya', 'ın', 'in', 'y', 'a']
Missing words: 
",['uyarlanan'],bfill
bilkent-turkish-writings-6000,Bu ___ aile yapısı korunmuş olur,['saye'],"['ta', 't', 'te', 'de', 'da', 'd']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Bu ___ aile yapısı korunmuş olur""
Words: ['saye']
Suffixes: ['ta', 't', 'te', 'de', 'da', 'd']
Missing words: 
",['sayede'],bfill
bilkent-turkish-writings-6161,"Oraları terk etmeye karar verdim, bacağımın aksamasına bakmadan, ne kadar ___ düşünmeden..",['git'],"['ycek', 'ı', 'ü', 'um', 'yabil', 'ybil', 'cak', 'yacak', 'yebil', 'n', 'eck', 'üm', 'cek', 'ecak', 'ebil', 'ni', 'yack', 'nu', 'yck', 'ack', 'acek', 'acak', 'yacek', 'm', 'nü', 'bil', 'yecak', 'yeck', 'ım', 'yecek', 'im', '', 'abil', 'ecek', 'nı', 'ycak', 'i', 'u', 'ck']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Oraları terk etmeye karar verdim, bacağımın aksamasına bakmadan, ne kadar ___ düşünmeden..""
Words: ['git']
Suffixes: ['ycek', 'ı', 'ü', 'um', 'yabil', 'ybil', 'cak', 'yacak', 'yebil', 'n', 'eck', 'üm', 'cek', 'ecak', 'ebil', 'ni', 'yack', 'nu', 'yck', 'ack', 'acek', 'acak', 'yacek', 'm', 'nü', 'bil', 'yecak', 'yeck', 'ım', 'yecek', 'im', '', 'abil', 'ecek', 'nı', 'ycak', 'i', 'u', 'ck']
Missing words: 
",['gidebileceğimi'],bfill
bilkent-turkish-writings-96,"Konuşulan herkes, her konu, her duygu insanın çevresiyle ortak olarak inşâ ettiği bu yapıya ___ bir tuğladır",['ek'],"['e', 'n', 'lan', 'a', 'y', '', 'ln', 'ya', 'ye', 'len']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Konuşulan herkes, her konu, her duygu insanın çevresiyle ortak olarak inşâ ettiği bu yapıya ___ bir tuğladır""
Words: ['ek']
Suffixes: ['e', 'n', 'lan', 'a', 'y', '', 'ln', 'ya', 'ye', 'len']
Missing words: 
",['eklenen'],bfill
bilkent-turkish-writings-3516,Biliyor ki ne kadar çok ___ uzaklaşsın mesafeler onu Ulaş’a o kadar çok yakınlaştırıyor,['uzak'],"['yse', 'ur', 'lş', 'ır', 'sa', 'r', 'ir', 'ysa', 'se', 'ys', 's', 'leş', 'laş', 'ür']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Biliyor ki ne kadar çok ___ uzaklaşsın mesafeler onu Ulaş’a o kadar çok yakınlaştırıyor""
Words: ['uzak']
Suffixes: ['yse', 'ur', 'lş', 'ır', 'sa', 'r', 'ir', 'ysa', 'se', 'ys', 's', 'leş', 'laş', 'ür']
Missing words: 
",['uzaklaşırsa'],bfill
bilkent-turkish-writings-996,"Hiçbir genç kıza eğitim ___ ileri safhalara hayattan tek beklentisi ilerletmek ve iş hayatında yer almak, kariyer yapmak gibi bir şans verilmiyor ve kadının toplumdaki rolü kısaca “evinin kadını olmak” sözüyle tanımlanıyor",['hayat'],"['ler', 'lr', '', 'su', 'u', 'ü', 'i', 'lar', 's', '', 'ı', 'nu', 'nı', 'ni', 'nü', 'i', 'ı', 'ü', 'sü', 'n', 'si', 'u', 'sı']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Hiçbir genç kıza eğitim ___ ileri safhalara hayattan tek beklentisi ilerletmek ve iş hayatında yer almak, kariyer yapmak gibi bir şans verilmiyor ve kadının toplumdaki rolü kısaca “evinin kadını olmak” sözüyle tanımlanıyor""
Words: ['hayat']
Suffixes: ['ler', 'lr', '', 'su', 'u', 'ü', 'i', 'lar', 's', '', 'ı', 'nu', 'nı', 'ni', 'nü', 'i', 'ı', 'ü', 'sü', 'n', 'si', 'u', 'sı']
Missing words: 
",['hayatlarını'],bfill
bilkent-turkish-writings-2572,"___ güven, bu konudaki anahtar kavramdır",['fikri'],"['ç', 'nçe', 'nce', 'm', 'ca', 'nç', 'c', 'nça', 'üm', 'ım', 'nc', 'nca', 'ça', 'ce', 'im', 'çe', 'um']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""___ güven, bu konudaki anahtar kavramdır""
Words: ['fikri']
Suffixes: ['ç', 'nçe', 'nce', 'm', 'ca', 'nç', 'c', 'nça', 'üm', 'ım', 'nc', 'nca', 'ça', 'ce', 'im', 'çe', 'um']
Missing words: 
",['Fikrimce'],bfill
bilkent-turkish-writings-3491,"Tabii, edebiyatta ve bilim kurgu filmlerinde henüz sıklıkla ___ böyle bir zaman tanımıyla",['karşıla'],"['dı', 'ti', 'üş', 'dü', 't', 'ma', 'tü', 'd', 'ş', 'iş', 'uş', 'm', 'tu', 'du', 'tı', 'di', 'k', 'me', 'ış']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Tabii, edebiyatta ve bilim kurgu filmlerinde henüz sıklıkla ___ böyle bir zaman tanımıyla""
Words: ['karşıla']
Suffixes: ['dı', 'ti', 'üş', 'dü', 't', 'ma', 'tü', 'd', 'ş', 'iş', 'uş', 'm', 'tu', 'du', 'tı', 'di', 'k', 'me', 'ış']
Missing words: 
",['karşılaşmadık'],bfill
bilkent-turkish-writings-2945,Bu doğruları başka bir deyişle toplumun yazılı olmayan kurallarını böylece bencil şekilde yıkan birine sadece ___,['sinir'],"['yabil', 'yebil', 'yüm', 'üyor', 'üm', 'm', 'ebil', 'uyor', 'lan', 'ybil', 'ln', 'um', 'len', 'yim', 'iyor', 'yor', 'yum', 'abil', 'bil', 'ym', 'yım', 'ım', 'im', 'ıyor']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Bu doğruları başka bir deyişle toplumun yazılı olmayan kurallarını böylece bencil şekilde yıkan birine sadece ___""
Words: ['sinir']
Suffixes: ['yabil', 'yebil', 'yüm', 'üyor', 'üm', 'm', 'ebil', 'uyor', 'lan', 'ybil', 'ln', 'um', 'len', 'yim', 'iyor', 'yor', 'yum', 'abil', 'bil', 'ym', 'yım', 'ım', 'im', 'ıyor']
Missing words: 
",['sinirlenebiliyorum'],bfill
bilkent-turkish-writings-1465,Otele gidene kadar aklımda o mahkûmlar vardı o güzel manzarayı son kez görecek olmak kim bilir nasıl ___ onları,['hüzün'],"['ytü', 'dür', 'mış', 'ydi', 'muş', 'ti', 'ytu', 'yti', 'yd', 'tr', 'ytı', 'miş', 'tü', 'tur', 'd', 'ydı', 'tür', 'yt', 't', 'dü', 'lan', 'dr', 'dir', 'dır', 'tı', 'ydü', 'tir', 'mş', 'tu', 'tır', 'di', 'müş', 'len', 'ln', 'ydu', 'dı', 'du', 'dur']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Otele gidene kadar aklımda o mahkûmlar vardı o güzel manzarayı son kez görecek olmak kim bilir nasıl ___ onları""
Words: ['hüzün']
Suffixes: ['ytü', 'dür', 'mış', 'ydi', 'muş', 'ti', 'ytu', 'yti', 'yd', 'tr', 'ytı', 'miş', 'tü', 'tur', 'd', 'ydı', 'tür', 'yt', 't', 'dü', 'lan', 'dr', 'dir', 'dır', 'tı', 'ydü', 'tir', 'mş', 'tu', 'tır', 'di', 'müş', 'len', 'ln', 'ydu', 'dı', 'du', 'dur']
Missing words: 
",['hüzünlendirmişti'],bfill
bilkent-turkish-writings-6614,"Ve bir kez kendi içindeki insanı anlamış olan bütün insanları anlar.” (Olağanüstü Bir Gece , Stefan Zweig) Bu cümleyi kimse sadece okuyup geçemez , illa ki duraksayıp düşünür.Bu kitap uzun bir öykü çok akıcı bir dili var ancak cümlelerde kendinizi , hayatınızı buluyorsunuz ve düşünmeden , kendi ___ hatırlamadan duramıyorsunuz.Baron’un hissizliği bile bize hissettiriliyor.O içine düştüğü buhran ve Zweig’in yaptığı psikolojik analizler yüzünden kendimizi bir anda Baron’un yerinde buluyoruz.Bu nedenle bence bu kitap bir roman kadar etkili , çok akıcı ve açık ama aynı zamanda çok derin.Bu kitabı ve Stefan Zweig’in diğer eserlerini kesinlikle okumanızı tavsiye ediyorum",['yaşa'],"['nız', 'inüz', 'unız', 'dük', 'dk', 'nz', 'inız', 'nı', 'unuz', 'dik', 'u', 'uniz', 'ı', 'unüz', 'nu', 'nü', 'nüz', 'üniz', '', 'ünüz', 'duk', 'ünız', 'ınüz', 'ınuz', 'n', 'ınz', 'tuk', 'lar', 'unz', 'tük', 'inuz', 'ni', 'dık', 'ınız', 'iniz', 'tk', 'ünz', 'nuz', 'inz', 'lr', 'ler', 'ünuz', 'ıniz', 'niz', 'tik', 'tık', 'ü', 'i']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Ve bir kez kendi içindeki insanı anlamış olan bütün insanları anlar.” (Olağanüstü Bir Gece , Stefan Zweig) Bu cümleyi kimse sadece okuyup geçemez , illa ki duraksayıp düşünür.Bu kitap uzun bir öykü çok akıcı bir dili var ancak cümlelerde kendinizi , hayatınızı buluyorsunuz ve düşünmeden , kendi ___ hatırlamadan duramıyorsunuz.Baron’un hissizliği bile bize hissettiriliyor.O içine düştüğü buhran ve Zweig’in yaptığı psikolojik analizler yüzünden kendimizi bir anda Baron’un yerinde buluyoruz.Bu nedenle bence bu kitap bir roman kadar etkili , çok akıcı ve açık ama aynı zamanda çok derin.Bu kitabı ve Stefan Zweig’in diğer eserlerini kesinlikle okumanızı tavsiye ediyorum""
Words: ['yaşa']
Suffixes: ['nız', 'inüz', 'unız', 'dük', 'dk', 'nz', 'inız', 'nı', 'unuz', 'dik', 'u', 'uniz', 'ı', 'unüz', 'nu', 'nü', 'nüz', 'üniz', '', 'ünüz', 'duk', 'ünız', 'ınüz', 'ınuz', 'n', 'ınz', 'tuk', 'lar', 'unz', 'tük', 'inuz', 'ni', 'dık', 'ınız', 'iniz', 'tk', 'ünz', 'nuz', 'inz', 'lr', 'ler', 'ünuz', 'ıniz', 'niz', 'tik', 'tık', 'ü', 'i']
Missing words: 
",['yaşadıklarınızı'],bfill
bilkent-turkish-writings-624,"O zamana dek pek ___ olmasa da, küçük yaşlarda farkına vardık birçok şeyi ablamla",['bilgi'],"['m', 'yz', 'z', 'üz', 'im', 'yız', 'yiz', 'um', 'iz', 'ım', 'uz', 'üm', 'yüz', 'ız', 'yuz']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""O zamana dek pek ___ olmasa da, küçük yaşlarda farkına vardık birçok şeyi ablamla""
Words: ['bilgi']
Suffixes: ['m', 'yz', 'z', 'üz', 'im', 'yız', 'yiz', 'um', 'iz', 'ım', 'uz', 'üm', 'yüz', 'ız', 'yuz']
Missing words: 
",['bilgimiz'],bfill
bilkent-turkish-writings-6444,Bu ___ yaraları sarma şekli olabilir,['için'],"['de', 'd', 't', 'ta', 'da', 'te', 'ki']","You are given a sentence in Turkish with missing words and your task is to fill in the blanks with the words constructed from the given word roots and suffixes. You are allowed to use only the given words and suffixes. Output only the missing words inside square brackets separated by commas according to their order in the given sentence.

Example 1:
Sentence: ""Marilyn Monroe ___ hep güzel sarışın olarak kaldı""
Words: ['akıl']
Suffixes: ['de', 'lar', 'da', 'ler']
Missing words: ['akıllarda']


Example 2:
Sentence: ""Kitap, dizi kadar hatta belki diziden de ___""
Words: ['sürükle']
Suffixes: ['dı', 'ydi', 'ydı', 'di', 'yici', 'ici', 'ıcı', 'yıcı']
Missing words: ['sürükleyiciydi']


Example 3:
Sentence: ""Babacan diyorum çünkü çocukluğumuzda bizi hep kucaklardı, ___ ses çıkarmayan yaşlı bir dede edası ile kavuklarının arasında zıplayıp oyunlar uydurmamıza izin verirdi""
Words: ['yaramaz']
Suffixes: ['ımız', 'a', 'lik', 'imiz', 'lar', 'na', 'ler', 'ümüz', 'lık', 'e', 'ne', 'luk', 'lük', 'umuz']
Missing words: ['yaramazlıklarımıza']


Example 4:
Sentence: ""Bu ___ yaraları sarma şekli olabilir""
Words: ['için']
Suffixes: ['de', 'd', 't', 'ta', 'da', 'te', 'ki']
Missing words: 
",['içindeki'],bfill
